model_id,date,quality_score,cost_per_1k_queries,quality_per_dollar,speed_per_dollar,price_performance_ratio,elo_benchmark_blend
qwen-2.5-14b-sambanova,2026-03-02,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-03-09,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-03-16,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-03-23,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-03-30,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-04-06,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-04-13,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-04-20,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-04-27,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-05-04,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-05-11,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-05-18,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-05-25,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-06-01,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-06-08,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-06-15,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-06-22,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-06-29,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-07-06,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-07-13,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-14b-sambanova,2026-07-20,49.19,2.1600,22.7731,277.7778,42.3843,0.6293
qwen-2.5-7b-hyperbolic,2024-09-23,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-09-30,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-10-07,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-10-14,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-10-21,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-10-28,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-11-04,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-11-11,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-11-18,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-11-25,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-12-02,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-12-09,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-12-16,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-12-23,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2024-12-30,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-01-06,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-01-13,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-01-20,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-01-27,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-02-03,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-02-10,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-02-17,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-02-24,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-03-03,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-03-10,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-03-17,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-03-24,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-03-31,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-04-07,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-04-14,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-04-21,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-04-28,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-05-05,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-05-12,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-05-19,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-05-26,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-06-02,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-06-09,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-06-16,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-06-23,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-06-30,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-07-07,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-07-14,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-07-21,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-07-28,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-08-04,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-08-11,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-08-18,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-08-25,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-09-01,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-09-08,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-09-15,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-09-22,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-09-29,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-10-06,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-10-13,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-10-20,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-10-27,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-11-03,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-11-10,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-11-17,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-11-24,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-12-01,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-12-08,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-12-15,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-12-22,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2025-12-29,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-01-05,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-01-12,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-01-19,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-01-26,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-02-02,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-02-09,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-02-16,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-02-23,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-03-02,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-03-09,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-03-16,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-03-23,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-03-30,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-04-06,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-04-13,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-04-20,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-04-27,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-05-04,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-05-11,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-05-18,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-05-25,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-06-01,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-06-08,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-06-15,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-06-22,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-06-29,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-07-06,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-07-13,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-7b-hyperbolic,2026-07-20,68.47,2.2200,30.8423,33.7838,58.0559,0.6807
qwen-2.5-3b-lambdalabs,2024-09-23,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-09-30,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-10-07,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-10-14,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-10-21,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-10-28,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-11-04,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-11-11,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-11-18,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-11-25,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-12-02,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-12-09,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-12-16,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-12-23,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2024-12-30,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-01-06,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-01-13,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-01-20,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-01-27,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-02-03,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-02-10,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-02-17,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-02-24,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-03-03,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-03-10,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-03-17,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-03-24,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-03-31,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-04-07,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-04-14,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-04-21,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-04-28,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-05-05,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-05-12,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-05-19,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-05-26,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-06-02,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-06-09,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-06-16,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-06-23,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-06-30,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-07-07,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-07-14,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-07-21,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-07-28,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-08-04,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-08-11,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-08-18,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-08-25,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-09-01,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-09-08,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-09-15,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-09-22,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-09-29,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-10-06,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-10-13,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-10-20,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-10-27,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-11-03,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-11-10,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-11-17,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-11-24,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-12-01,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-12-08,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-12-15,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-12-22,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2025-12-29,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-01-05,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-01-12,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-01-19,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-01-26,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-02-02,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-02-09,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-02-16,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-02-23,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-03-02,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-03-09,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-03-16,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-03-23,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-03-30,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-04-06,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-04-13,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-04-20,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-04-27,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-05-04,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-05-11,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-05-18,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-05-25,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-06-01,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-06-08,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-06-15,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-06-22,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-06-29,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-07-06,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-07-13,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-3b-lambdalabs,2026-07-20,60.23,0.8760,68.7557,94.7489,94.2357,0.6555
qwen-2.5-1.5b-runpod,2024-09-23,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-09-30,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-10-07,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-10-14,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-10-21,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-10-28,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-11-04,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-11-11,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-11-18,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-11-25,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-12-02,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-12-09,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-12-16,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-12-23,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2024-12-30,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-01-06,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-01-13,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-01-20,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-01-27,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-02-03,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-02-10,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-02-17,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-02-24,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-03-03,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-03-10,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-03-17,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-03-24,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-03-31,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-04-07,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-04-14,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-04-21,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-04-28,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-05-05,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-05-12,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-05-19,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-05-26,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-06-02,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-06-09,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-06-16,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-06-23,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-06-30,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-07-07,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-07-14,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-07-21,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-07-28,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
qwen-2.5-1.5b-runpod,2025-08-04,52.9,2.2920,23.0803,17.8883,44.0285,0.6848
